source	accession	likely_multiomics	publicationDate	title	n_urls	associated_accessions	queries
biostudies-arrayexpress	E-GEOD-31607	True	20121112	Transcriptomic analysis of Bmi1 overexpression in NSPC.	1	{"GEO_series": ["GSE31607"], "ArrayExpress": ["E-GEOD-31607"]}	cardiac AND methylation AND transcriptomic
biostudies-arrayexpress	E-GEOD-17246	True	20100518	The transcriptional programme of Salmonella Typhimurium reveals a key role for tryptophan metabolism in biofilms	1	{"GEO_series": ["GSE17246"], "ArrayExpress": ["E-GEOD-17246"], "PubMed": ["PMID 11266573"]}	cardiac AND methylation AND transcriptomic
biostudies-arrayexpress	E-GEOD-60583	True	20150821	Genome-wide transcriptomic profiling of ramie (Boehmeria nivea (L.) Gaudich.) in response to cadmium stress	1	{"SRA_study": ["SRP045741"], "ArrayExpress": ["E-GEOD-60583"]}	cardiac AND methylation AND transcriptomic
biostudies-arrayexpress	E-GEOD-61717	True	20150708	RNA-Seq profiling of single bovine oocyte transcript abundance and its modulation by cytoplasmic polyadenylation	1	{"SRA_study": ["SRP047451"], "ArrayExpress": ["E-GEOD-61717"]}	cardiac AND methylation AND transcriptomic
biostudies-literature	S-EPMC9047645	True	None	Genetic Landscape of the ACE2 Coronavirus Receptor.	1	{}	cardiac AND methylation AND transcriptomic
biostudies-arrayexpress	E-GEOD-25245	True	20110606	Transcriptomic assessment of resistance to effects of an aryl hydrocarbon receptor (AHR) agonist in embryos of Atlantic killifish (Fundulus heteroclitus) from a marine Superfund site	1	{"GEO_series": ["GSE25245"], "ArrayExpress": ["E-GEOD-25245"]}	cardiac AND methylation AND transcriptomic
biostudies-arrayexpress	E-GEOD-66426	True	20160218	New molecular insights into modulation of platelet reactivity in aspirin-treated patients using a network-based approach [Affymetrix]	1	{"GEO_series": ["GSE66426"], "ArrayExpress": ["E-GEOD-66426"]}	cardiac AND methylation AND transcriptomic || vascular AND proteomic AND transcriptomic
biostudies-arrayexpress	E-GEOD-35348	True	20120127	An Integrated genomic and expression analysis of 7q deletion in SMZL	1	{"GEO_series": ["GSE35348"], "ArrayExpress": ["E-GEOD-35348"]}	cardiac AND methylation AND transcriptomic
biostudies-arrayexpress	E-GEOD-28245	True	20110701	Human medulloblastoma samples	1	{"GEO_series": ["GSE28245"], "ArrayExpress": ["E-GEOD-28245"]}	cardiac AND methylation AND transcriptomic
biostudies-arrayexpress	E-GEOD-32092	True	20111028	MicroRNA-mediated gene regulation plays a minor role in the transcriptomic plasticity of cold-acclimated Zebrafish brain tissue	1	{"GEO_series": ["GSE32092"], "ArrayExpress": ["E-GEOD-32092"]}	cardiac AND methylation AND transcriptomic
biostudies-arrayexpress	E-GEOD-12276	True	20090623	Transcription profiling of human primary breast tumors	1	{"GEO_series": ["GSE12276"], "ArrayExpress": ["E-GEOD-12276"]}	cardiac AND methylation AND transcriptomic
project	PRJNA1159369	True	None	DNMT3A regulates megakaryocyte-biased hematopoietic stem cell fate decisions [RNASeq]	17	{"GEO_series": ["GSE276901"], "ENA_BioProject": ["PRJNA1159369"], "SRA_run": ["SRR306", "SRR30623183", "SRR30623184", "SRR30623185", "SRR30623186", "SRR30623187", "SRR30623188", "SRR30623189", "SRR30623190"]}	cardiac AND methylation AND transcriptomic
biostudies-arrayexpress	E-MTAB-2232	True	20140326	Genetics of gene expression across innate immune stimulation in primary monocytes	1	{"ArrayExpress": ["E-MTAB-2232"]}	cardiac AND methylation AND transcriptomic
biostudies-arrayexpress	E-GEOD-24925	True	20110930	Transcriptomic analysis of milk somatic cells in mastitis resistant and susceptible sheep upon challenge with Staphylococcus epidermidis and Staphylococcus aureus	1	{"GEO_series": ["GSE24925"], "ArrayExpress": ["E-GEOD-24925"]}	cardiac AND methylation AND transcriptomic
biostudies-arrayexpress	E-GEOD-66429	True	20160218	New molecular insights into modulation of platelet reactivity in aspirin-treated patients using a network-based approach	1	{"GEO_series": ["GSE66429"], "ArrayExpress": ["E-GEOD-66429"]}	cardiac AND methylation AND transcriptomic || vascular AND proteomic AND transcriptomic
biostudies-arrayexpress	E-GEOD-69743	True	20160104	Global transcriptome response of Staphylococcus xylosus in meat model	1	{"GEO_series": ["GSE69743"], "ArrayExpress": ["E-GEOD-69743"]}	cardiac AND methylation AND transcriptomic
biostudies-arrayexpress	E-GEOD-28560	True	20120627	Transcriptional profiling of a novel mutant resistant to imidacloprid and DDT	1	{"GEO_series": ["GSE28560"], "SRA_study": ["SRP006381"], "ArrayExpress": ["E-GEOD-28560"]}	cardiac AND methylation AND transcriptomic
biostudies-arrayexpress	E-GEOD-40028	True	20151102	The genomic foundation of heterotrophy to photoautotrophy transition in Oleaginous Chlorella	1	{"SRA_study": ["SRP014811"], "ArrayExpress": ["E-GEOD-40028"]}	cardiac AND methylation AND transcriptomic
biostudies-arrayexpress	E-GEOD-42439	True	20131126	Digital gene expression (DGE) of alkali-stressed cucumber leaves	1	{"SRA_study": ["SRP017307"], "ArrayExpress": ["E-GEOD-42439"]}	cardiac AND methylation AND transcriptomic
biostudies-arrayexpress	E-GEOD-48990	True	20140901	Evaluation of the robustness of classification of carcinogen-modified transcriptomic responses in HepaRG cells and the interlaboratory reproducibility of the model	1	{"GEO_series": ["GSE48990"], "ArrayExpress": ["E-GEOD-48990"]}	cardiac AND methylation AND transcriptomic
biostudies-arrayexpress	E-GEOD-24273	True	20121231	Genovul-Ssc_atresie_060510	1	{"GEO_series": ["GSE24273"], "ArrayExpress": ["E-GEOD-24273"]}	cardiac AND methylation AND transcriptomic
biostudies-arrayexpress	E-GEOD-22567	True	20110602	Transcription profile of T. thermophilus HB8 strain lacking mutS, mutL, or mutS2 gene	1	{"GEO_series": ["GSE22567"], "ArrayExpress": ["E-GEOD-22567"]}	cardiac AND methylation AND transcriptomic
biostudies-arrayexpress	E-GEOD-22350	True	20110602	mRNA expression in mutS deletion mutant of Thermus thermophilus HB8	1	{"GEO_series": ["GSE22350"], "ArrayExpress": ["E-GEOD-22350"]}	cardiac AND methylation AND transcriptomic
biostudies-arrayexpress	E-GEOD-24221	True	20121231	Genovul-Bt-Ssc_020410	1	{"GEO_series": ["GSE24221"], "ArrayExpress": ["E-GEOD-24221"]}	cardiac AND methylation AND transcriptomic
biostudies-arrayexpress	E-GEOD-13703	True	20110321	Transcriptional response of Saccharomyces cerevisiae to high glucose (20%) concentration	1	{"GEO_series": ["GSE13703"], "ArrayExpress": ["E-GEOD-13703"]}	cardiac AND methylation AND transcriptomic
biostudies-arrayexpress	E-GEOD-29329	True	20120917	Analysis of MicroRNA Expression in Embryonic Developmental Toxicity Induced by microcystin arginine arginine (MC-RR).	1	{"GEO_series": ["GSE29329"], "ArrayExpress": ["E-GEOD-29329"]}	cardiac AND methylation AND transcriptomic || vascular AND proteomic AND transcriptomic
biostudies-arrayexpress	E-GEOD-27396	True	20110421	Transcriptome partitioning in mouse fertilization.	1	{"GEO_series": ["GSE27396"], "ArrayExpress": ["E-GEOD-27396"]}	cardiac AND methylation AND transcriptomic
biostudies-arrayexpress	E-GEOD-57943	True	20140524	aCGH/SNP data from Hepatosplenic T cell lymphoma patient samples	1	{"GEO_series": ["GSE57943"], "ArrayExpress": ["E-GEOD-57943"]}	cardiac AND methylation AND transcriptomic
biostudies-arrayexpress	E-GEOD-57942	True	20140524	aCGH data of 5 cases of Hepatosplenic T-cell lymphoma	1	{"GEO_series": ["GSE57942"], "ArrayExpress": ["E-GEOD-57942"]}	cardiac AND methylation AND transcriptomic
biostudies-arrayexpress	E-GEOD-8675	True	20100527	Transcriptional response of the marine pennate diatom Phaeodactylum tricornutum to Fe limitation	1	{"GEO_series": ["GSE8675"], "GEO_sample": ["GSM214819"], "ArrayExpress": ["E-GEOD-8675"]}	cardiac AND methylation AND transcriptomic
biostudies-arrayexpress	E-GEOD-43024	True	20131010	Transcriptional profiles of Campylobacter jejuni NCTC 11168 to 0.125mg/L erythromycin treatment	1	{"GEO_series": ["GSE43024"], "ArrayExpress": ["E-GEOD-43024"]}	cardiac AND methylation AND transcriptomic
biostudies-arrayexpress	E-GEOD-43023	True	20131010	Transcriptional profiles of Campylobacter jejuni NCTC 11168 to 4mg/L erythromycin treatment	1	{"GEO_series": ["GSE43023"], "ArrayExpress": ["E-GEOD-43023"]}	cardiac AND methylation AND transcriptomic
biostudies-arrayexpress	E-GEOD-43026	True	20131010	Transcriptional profiles of Campylobacter jejuni NCTC 11168 and JL272 to erythromycin treatment	1	{"GEO_series": ["GSE43026"], "ArrayExpress": ["E-GEOD-43026"]}	cardiac AND methylation AND transcriptomic
biostudies-arrayexpress	E-GEOD-43025	True	20131010	Transcriptional profiles of Campylobacter jejuni macrolide resistant strain JL272 to 4mg/L erythromycin treatment	1	{"GEO_series": ["GSE43025"], "ArrayExpress": ["E-GEOD-43025"]}	cardiac AND methylation AND transcriptomic
biostudies-arrayexpress	E-GEOD-45143	True	20130801	Pax6 is required for normal cell cycle exit and the differentiation kinetics of retinal  progenitor cells.	1	{"GEO_series": ["GSE45143"], "ArrayExpress": ["E-GEOD-45143"]}	cardiac AND methylation AND transcriptomic
biostudies-arrayexpress	E-MTAB-9854	True	20211015	mRNA-Seq of zebrafish embryos (96hpf) exposed to different concentrations of Fipronil below acute toxicity levels against untreated control groups	1	{"ArrayExpress": ["E-MTAB-9854"]}	cardiac AND methylation AND transcriptomic
biostudies-arrayexpress	E-GEOD-42513	True	20151126	Transcriptome profile analysis of young floral buds of fertile and sterile plants from the self-pollinated offspring of the hybrid between novel restorer line NR1 and Nsa CMS line in Brassica napus	1	{"SRA_study": ["SRP017309"], "ArrayExpress": ["E-GEOD-42513"]}	cardiac AND methylation AND transcriptomic
biostudies-arrayexpress	E-MTAB-9853	True	20211015	mRNA-Seq of zebrafish embryos (96hpf) exposed to different concentrations of Chlorpyrifos below acute toxicity levels against untreated control groups	1	{"ArrayExpress": ["E-MTAB-9853"]}	cardiac AND methylation AND transcriptomic
biostudies-arrayexpress	E-MTAB-9855	True	20211015	mRNA-Seq of zebrafish embryos (96hpf) exposed to different concentrations of Carbaryl below acute toxicity levels against untreated control groups	1	{"ArrayExpress": ["E-MTAB-9855"]}	cardiac AND methylation AND transcriptomic
biostudies-arrayexpress	E-MTAB-9859	True	20211015	mRNA-Seq of zebrafish embryos (96hpf) exposed to different concentrations of Imidacloprid below acute toxicity levels against untreated control groups	1	{"ArrayExpress": ["E-MTAB-9859"]}	cardiac AND methylation AND transcriptomic
biostudies-arrayexpress	E-GEOD-21070	True	20100920	Expression profile of contrasting maize genotypes grown on acid and control soil (root tips)	1	{"GEO_series": ["GSE21070"], "ArrayExpress": ["E-GEOD-21070"]}	cardiac AND methylation AND transcriptomic
biostudies-arrayexpress	E-GEOD-54636	True	20140909	Effect of solar ultraviolet radiation on grape berry skin transcriptome	1	{"GEO_series": ["GSE54636"], "ArrayExpress": ["E-GEOD-54636"]}	cardiac AND methylation AND transcriptomic
biostudies-arrayexpress	E-MTAB-9852	True	20211015	mRNA-Seq of zebrafish embryos (96hpf) exposed to different concentrations of Abamectin below acute toxicity levels against untreated control groups	1	{"ArrayExpress": ["E-MTAB-9852"]}	cardiac AND methylation AND transcriptomic
project	PRJNA882094	True	None	Cardiac lipidomic profiling and mechanistic exploration by transcriptome in murine model of dilated cardiomyopathy	17	{"GEO_series": ["GSE106201", "GSE213707"], "ENA_BioProject": ["PRJNA882094"], "SRA_run": ["SRR216", "SRR21628905", "SRR21628906", "SRR21628907", "SRR21628908", "SRR21628909", "SRR21628910", "SRR21628911", "SRR21628912"]}	cardiac AND lipidomic AND transcriptomic
geo	GSE213707	True	20220922	Cardiac lipidomic profiling and mechanistic exploration by transcriptome in murine model of dilated cardiomyopathy	2	{"GEO_series": ["GSE213707"], "GEO_sample": ["GSM6592365", "GSM6592366", "GSM6592367", "GSM6592368", "GSM6592369", "GSM6592370", "GSM6592371", "GSM6592372"]}	cardiac AND lipidomic AND transcriptomic
biostudies-literature	S-EPMC8869621	True	None	Transcriptomic and Lipidomic Mapping of Macrophages in the Hub of Chronic Beta-Adrenergic-Stimulation Unravels Hypertrophy-, Proliferation-, and Lipid Metabolism-Related Genes as Novel Potential Markers of Early Hypertrophy or Heart Failure.	1	{}	cardiac AND lipidomic AND transcriptomic
geo	GSE293980	True	20251024	Maresin 1 Modulates Cardiac and Renal Lipid Profiles in Hypertensive Rats	2	{"GEO_series": ["GSE293980"], "GEO_sample": ["GSM8895836", "GSM8895837", "GSM8895838", "GSM8895839", "GSM8895840", "GSM8895841", "GSM8895842", "GSM8895843", "GSM8895844", "GSM8895845", "GSM8895846", "GSM8895847", "GSM8895848", "GSM8895849", "GSM8895850", "GSM8895851", "GSM8895852", "GSM8895853", "GSM8895854", "GSM8895855"]}	cardiac AND lipidomic AND transcriptomic
biostudies-literature	S-EPMC3172981	True	None	Deletion of the metabolic transcriptional coactivator PGC1β induces cardiac arrhythmia.	1	{}	cardiac AND lipidomic AND transcriptomic
project	PRJNA1247525	False	None	Maresin 1 Modulates Cardiac and Renal Lipid Profiles in Hypertensive Rats	0	{"ENA_BioProject": ["PRJNA1247525"]}	cardiac AND lipidomic AND transcriptomic
geo	GSE278421	True	20241005	N-Palmitoylglycine activates transient receptor potential channel 5 and increases the risk of Brugada syndrome	2	{"GEO_series": ["GSE278421"], "GEO_sample": ["GSM8546138", "GSM8546139", "GSM8546140", "GSM8546141", "GSM8546142", "GSM8546143", "GSM8546144", "GSM8546145", "GSM8546146", "GSM8546147"]}	cardiac AND lipidomic AND transcriptomic
biostudies-literature	S-EPMC11496350	True	None	An integrated multi-omics analysis of the effects of the food processing-induced contaminant 2-monochloropropane-1,3-diol (2-MCPD) in rat heart.	1	{}	cardiac AND lipidomic AND transcriptomic
jpost	PXD044591	True	20240815	The Alpha-1A Adrenergic Receptor Regulates Fatty Acid-Dependent Oxidative Phosphorylation in the Mouse Heart	21	{"PRIDE_ProteomeXchange": ["PXD044591"]}	cardiac AND lipidomic AND transcriptomic
biostudies-literature	S-EPMC9168057	True	None	The secretome of irradiated peripheral blood mononuclear cells attenuates activation of mast cells and basophils.	1	{}	cardiac AND lipidomic AND transcriptomic
biostudies-literature	S-EPMC12753829	True	None	N-palmitoyl glycine differentially modulates TRPM4 and TRPC5 and is causally linked to Brugada syndrome.	1	{}	cardiac AND lipidomic AND transcriptomic
project	PRJNA1167235	True	None	N-Palmitoylglycine activates transient receptor potential channel 5 and increases the risk of Brugada syndrome	21	{"GEO_series": ["GSE278421"], "ENA_BioProject": ["PRJNA1167235"], "SRA_run": ["SRR308", "SRR30838418", "SRR30838419", "SRR30838420", "SRR30838421", "SRR30838422", "SRR30838423", "SRR30838424", "SRR30838425", "SRR30838426", "SRR30838427"]}	cardiac AND lipidomic AND transcriptomic
metabolights_dataset	MTBLS12678	True	20250705	Lipids in the escalated host-pathogen arms race	5274	{"MetaboLights": ["MTBLS12678"]}	cardiac AND lipidomic AND transcriptomic
project	PRJNA655674	True	None	A spatial vascular transcriptomic, proteomic and phosphoproteomic atlas unveils an angiocrine Tie Wnt signaling axis in the liver	33	{"GEO_series": ["GSE155797"], "ENA_BioProject": ["PRJNA655674"], "SRA_run": ["SRR124", "SRR12400283", "SRR12400284", "SRR12400285", "SRR12400286", "SRR12400287", "SRR12400288", "SRR12400289", "SRR12400290", "SRR12400291", "SRR12400292", "SRR12400293", "SRR12400294", "SRR12400295", "SRR12400296", "SRR12400297", "SRR12400298", "SRR12400299", "SRR12400300", "SRR12400301", "SRR12400302", "SRR12400303", "SRR12400304", "SRR12400305", "SRR12400306", "SRR12400307", "SRR12400308", "SRR12400309", "SRR12400310", "SRR12400311", "SRR12400312", "SRR12400313", "SRR12400314"]}	vascular AND proteomic AND transcriptomic
pride	PXD013978	True	20220516	Temporal multi-omics identifies LRG1 as vascular instructor of early metastatic colonization.	67	{"PRIDE_ProteomeXchange": ["PXD013978"]}	vascular AND proteomic AND transcriptomic
geo	GSE155797	True	20210520	A spatial vascular transcriptomic, proteomic and phosphoproteomic atlas unveils an angiocrine Tie Wnt signaling axis in the liver	2	{"GEO_series": ["GSE155797"], "GEO_sample": ["GSM4712251", "GSM4712252", "GSM4712253", "GSM4712254", "GSM4712255", "GSM4712256", "GSM4712257", "GSM4712258", "GSM4712259", "GSM4712260", "GSM4712261", "GSM4712262", "GSM4712263", "GSM4712264", "GSM4712265", "GSM4712266", "GSM4712267", "GSM4712268", "GSM4712269", "GSM4712270", "GSM4712271", "GSM4712272", "GSM4712273", "GSM4712274", "GSM4712275", "GSM4712276", "GSM4712277", "GSM4712278", "GSM4712279", "GSM4712280", "GSM4712281", "GSM4712282"], "SRA_study": ["SRP276396"]}	vascular AND proteomic AND transcriptomic
pride	PXD020805	True	20210521	A vascular phosphoproteome atlas unveils a functional Tie‑Wnt signalling axis in the liver	51	{"PRIDE_ProteomeXchange": ["PXD020805"]}	vascular AND proteomic AND transcriptomic
biostudies-literature	S-EPMC8191494	True	None	A spatial vascular transcriptomic, proteomic, and phosphoproteomic atlas unveils an angiocrine Tie-Wnt signaling axis in the liver.	1	{}	vascular AND proteomic AND transcriptomic
biostudies-literature	S-EPMC6436998	True	None	Inflammasome Signaling and Impaired Vascular Health in Psoriasis.	1	{}	vascular AND proteomic AND transcriptomic
biostudies-literature	S-EPMC5381447	True	None	Major remodeling of brain microvessels during neonatal period in the mouse: A proteomic and transcriptomic study.	1	{"GEO_series": ["GSE67870"], "PRIDE_ProteomeXchange": ["PXD001718"]}	vascular AND proteomic AND transcriptomic
biostudies-literature	S-EPMC11906500	True	None	Endothelial transcriptomic, epigenomic and proteomic data challenge the proposed role for TSAd in vascular permeability.	1	{}	vascular AND proteomic AND transcriptomic
biostudies-literature	S-EPMC5408209	True	None	Protein Discovery: Combined Transcriptomic and Proteomic Analyses of Venom from the Endoparasitoid Cotesia chilonis (Hymenoptera: Braconidae).	1	{}	vascular AND proteomic AND transcriptomic
pride	PXD020760	True	20210520	A vascular phosphoproteome atlas unveils a functional Tie‑Wnt signalling axis in the liver	36	{"PRIDE_ProteomeXchange": ["PXD020760"]}	vascular AND proteomic AND transcriptomic
biostudies-literature	S-EPMC7522549	True	None	Systematic Identification of Hub Genes in Placenta Accreta Spectrum Based on Integrated Transcriptomic and Proteomic Analysis.	1	{}	vascular AND proteomic AND transcriptomic
biostudies-literature	S-EPMC10685470	True	None	Integrated transcriptomic and proteomic analyses of two sugarcane (Saccharum officinarum Linn.) varieties differing in their lodging tolerance.	1	{}	vascular AND proteomic AND transcriptomic
biostudies-literature	S-EPMC11984959	True	None	Adventitial fibroblasts direct smooth muscle cell-state transition in pulmonary vascular disease.	1	{}	vascular AND proteomic AND transcriptomic
project	PRJNA702549	True	None	Implication of EZH2 in the hyper-proliferative and apoptosis-resistant phenotype of pulmonary artery smooth muscle cells in PAH: a transcriptomic and proteomic approach	17	{"GEO_series": ["GSE166996"], "ENA_BioProject": ["PRJNA702549"], "SRA_run": ["SRR137", "SRR13734564", "SRR13734565", "SRR13734566", "SRR13734567", "SRR13734568", "SRR13734569", "SRR13734570", "SRR13734571"]}	vascular AND proteomic AND transcriptomic
biostudies-literature	S-EPMC7999120	True	None	Implication of EZH2 in the Pro-Proliferative and Apoptosis-Resistant Phenotype of Pulmonary Artery Smooth Muscle Cells in PAH: A Transcriptomic and Proteomic Approach.	1	{}	vascular AND proteomic AND transcriptomic
biostudies-arrayexpress	E-GEOD-73146	True	20150918	Gene expression over the course of xylem tracheary element formation in cell suspension cultures of Arabidopsis thaliana	1	{"GEO_series": ["GSE73146"], "ArrayExpress": ["E-GEOD-73146"]}	vascular AND proteomic AND transcriptomic
geo	GSE289973	True	20260112	Thrombospondin-4 regulates apoptosis of vascular smooth muscle cells after artery transplanted into vein	2	{"GEO_series": ["GSE289973"], "GEO_sample": ["GSM8802777", "GSM8802778", "GSM8802779", "GSM8802780", "GSM8802781", "GSM8802782", "GSM8802783", "GSM8802784", "GSM8802785", "GSM8802786", "GSM8802787", "GSM8802788", "GSM8802789", "GSM8802790", "GSM8802791", "GSM8802792", "GSM8802793", "GSM8802794", "GSM8802795", "GSM8802796"]}	vascular AND proteomic AND transcriptomic
iprox	PXD053730	True	None	Comprehensive Transcriptomic and Proteomic Analysis Reveals Biological Changes and Potential Regulatory Mechanisms of Endothelial Cells under Heat Stress Conditions	1	{"PRIDE_ProteomeXchange": ["PXD053730"]}	vascular AND proteomic AND transcriptomic
project	PRJNA1225669	False	None	Thrombospondin-4 regulates apoptosis of vascular smooth muscle cells after artery transplanted into vein	0	{"ENA_BioProject": ["PRJNA1225669"]}	vascular AND proteomic AND transcriptomic
biostudies-literature	S-EPMC4889798	True	None	The Discovery of Novel Genomic, Transcriptomic, and Proteomic Biomarkers in Cardiovascular and Peripheral Vascular Disease: The State of the Art.	1	{}	vascular AND proteomic AND transcriptomic
geo	GSE166996	True	20210414	Implication of EZH2 in the hyper-proliferative and apoptosis-resistant phenotype of pulmonary artery smooth muscle cells in PAH: a transcriptomic and proteomic approach	2	{"GEO_series": ["GSE166996"], "GEO_sample": ["GSM5090463", "GSM5090464", "GSM5090465", "GSM5090466", "GSM5090467", "GSM5090468", "GSM5090469", "GSM5090470"], "SRA_study": ["SRP306906"]}	vascular AND proteomic AND transcriptomic
biostudies-literature	S-EPMC12391885	True	None	Comprehensive proteomic characterization of pulmonary arterial hypertension in Chinese people.	1	{}	vascular AND proteomic AND transcriptomic
biostudies-arrayexpress	E-GEOD-14241	True	20100516	BASE-A space experiment with Rhodospirillum rubrum S1H	1	{"GEO_series": ["GSE14241"], "ArrayExpress": ["E-GEOD-14241"]}	vascular AND proteomic AND transcriptomic
biostudies-literature	S-EPMC8131688	True	None	Delineating tesamorelin response pathways in HIV-associated NAFLD using a targeted proteomic and transcriptomic approach.	1	{}	vascular AND proteomic AND transcriptomic
biostudies-literature	S-EPMC7546181	True	None	Vascular Disease and Thrombosis in SARS-CoV-2-Infected Rhesus Macaques.	1	{}	vascular AND proteomic AND transcriptomic
biostudies-literature	S-EPMC8650955	True	None	A single-cell transcriptomic landscape of the lungs of patients with COVID-19.	1	{}	vascular AND proteomic AND transcriptomic
biostudies-literature	S-EPMC7226818	True	None	Human Peripheral Blood-Derived Endothelial Colony-Forming Cells Are Highly Similar to Mature Vascular Endothelial Cells yet Demonstrate a Transitional Transcriptomic Signature.	1	{}	vascular AND proteomic AND transcriptomic
biostudies-literature	S-EPMC3020973	True	None	Multi-modal proteomic analysis of retinal protein expression alterations in a rat model of diabetic retinopathy.	1	{}	vascular AND proteomic AND transcriptomic
biostudies-literature	S-EPMC8115767	True	None	Genomic Analysis of Vascular Invasion in HCC Reveals Molecular Drivers and Predictive Biomarkers.	1	{}	vascular AND proteomic AND transcriptomic
biostudies-literature	S-EPMC9035239	True	None	Integrative analysis of eQTL and GWAS summary statistics reveals transcriptomic alteration in Alzheimer brains.	1	{}	vascular AND proteomic AND transcriptomic
biostudies-literature	S-EPMC5283732	True	None	Proteomic and transcriptomic study of brain microvessels in neonatal and adult mice.	1	{}	vascular AND proteomic AND transcriptomic
biostudies-literature	S-EPMC6948778	True	None	Progenitor cell combination normalizes retinal vascular development in the oxygen-induced retinopathy (OIR) model.	1	{}	vascular AND proteomic AND transcriptomic
biostudies-arrayexpress	E-MEXP-1278	True	20080610	Transcription profiling of rat carotid artery following arteriotomy	1	{"ArrayExpress": ["E-MEXP-1278"]}	vascular AND proteomic AND transcriptomic
biostudies-literature	S-EPMC11642661	True	None	Integrated Transcriptomic and Proteomic Analyses of Antler Growth and Ossification Mechanisms.	1	{}	vascular AND proteomic AND transcriptomic
biostudies-literature	S-EPMC9883935	True	None	Transcriptomic alterations underlying metaplasia into specific metaplastic components in metaplastic breast carcinoma.	1	{}	vascular AND proteomic AND transcriptomic
biostudies-arrayexpress	E-GEOD-31090	True	20111016	Integrated transcriptomic and proteomic profiling of white spruce stems during the transition from active growth to dormancy.	1	{"GEO_series": ["GSE31090"], "ArrayExpress": ["E-GEOD-31090"]}	vascular AND proteomic AND transcriptomic
geo	GSE31090	True	20111017	Integrated transcriptomic and proteomic profiling of white spruce stems during the transition from active growth to dormancy.	2	{"GEO_series": ["GSE31090"], "GEO_sample": ["GSM769885", "GSM769886", "GSM769887", "GSM769888"]}	vascular AND proteomic AND transcriptomic
biostudies-literature	S-EPMC6933396	True	None	Integrative transcriptomic and proteomic analysis reveals CD9/ITGA4/PI3K-Akt axis mediates trabecular meshwork cell apoptosis in human glaucoma.	1	{}	vascular AND proteomic AND transcriptomic
pride	PXD000532	True	20140417	SOD cambium Proteomics Data -  OnPLS integration of transcriptomic, proteomic and metabolomic data shows multi-level oxidative stress responses in the cambium of transgenic hipI- superoxide dismutase Populus plants	37	{"PRIDE_ProteomeXchange": ["PXD000532"]}	vascular AND proteomic AND transcriptomic
biostudies-literature	S-EPMC11093074	True	None	Peripheral priming induces plastic transcriptomic and proteomic responses in circulating neutrophils required for pathogen containment.	1	{}	vascular AND proteomic AND transcriptomic
massive	MSV000088490	True	20211202	Proteomic analysis of renal cancer secretome	2	{"PRIDE_ProteomeXchange": ["PXD030085"], "MassIVE": ["MSV000088490"]}	vascular AND proteomic AND transcriptomic
biostudies-literature	S-EPMC11994402	True	None	Extracellular vesicle-packaged GBP2 from macrophages aggravates sepsis-induced acute lung injury by promoting ferroptosis in pulmonary vascular endothelial cells.	1	{}	vascular AND proteomic AND transcriptomic
biostudies-literature	S-EPMC8304094	True	None	Transcryptomic Analysis of Human Brain -Microvascular Endothelial Cell Driven Changes in -Vascular Pericytes.	1	{}	vascular AND proteomic AND transcriptomic
biostudies-literature	S-EPMC10497648	True	None	Comparative Transcriptomic and Proteomic Analyses Provide New Insights into the Tolerance to Cyclic Dehydration in a Lichen Phycobiont.	1	{}	vascular AND proteomic AND transcriptomic
project	PRJNA899672	True	None		217	{"ENA_BioProject": ["PRJNA899672"], "SRA_run": ["SRR222", "SRR22243070", "SRR22243071", "SRR22243072", "SRR22243073", "SRR22243074", "SRR22243075", "SRR22243076", "SRR22243077", "SRR22243078", "SRR22243079", "SRR22243080", "SRR22243081", "SRR22243082", "SRR22243083", "SRR22243084", "SRR22243085", "SRR22243086", "SRR22243087", "SRR22243088", "SRR22243089", "SRR22243090", "SRR22243091", "SRR22243092", "SRR22243093", "SRR22243094", "SRR22243095", "SRR22243096", "SRR22243097", "SRR22243098", "SRR22243099", "SRR22243100", "SRR22243101", "SRR22243102", "SRR22243103", "SRR22243104", "SRR22243105", "SRR22243106", "SRR22243107", "SRR22243108", "SRR22243109", "SRR22243110", "SRR22243111", "SRR22243112", "SRR22243113", "SRR22243114", "SRR22243115", "SRR22243116", "SRR22243117", "SRR22243118", "SRR22243119", "SRR22243120", "SRR22243121", "SRR22243122", "SRR22243123", "SRR22243124", "SRR22243125", "SRR22243126", "SRR22243127", "SRR22243128", "SRR22243129", "SRR22243130", "SRR22243131", "SRR22243132", "SRR22243133", "SRR22243134", "SRR22243135", "SRR22243136", "SRR22243137", "SRR22243138", "SRR22243139", "SRR22243140", "SRR22243141", "SRR22243142", "SRR22243143", "SRR22243144", "SRR22243145", "SRR22243146", "SRR22243147", "SRR22243148", "SRR22243149", "SRR22243150", "SRR22243151", "SRR22243152", "SRR22243153", "SRR22243154", "SRR22243155", "SRR22243156", "SRR22243157", "SRR22243158", "SRR22243159", "SRR22243160", "SRR22243161", "SRR22243162", "SRR22243163", "SRR22243164", "SRR22243165", "SRR22243166", "SRR22243167", "SRR22243168", "SRR22243169", "SRR22243170", "SRR22243171", "SRR22243172", "SRR22243173", "SRR22243174", "SRR22243175", "SRR22243176", "SRR22243177", "SRR22243178", "SRR22243179", "SRR22243180", "SRR22243181", "SRR22243182", "SRR22243183", "SRR22243184", "SRR22243185", "SRR22243186", "SRR22243187", "SRR22243188", "SRR22243189"]}	vascular AND proteomic AND transcriptomic
